AUDCAD,0.00001
AUDCHF,0.00001
AUDJPY,0.00100
AUDNZD,0.00001
AUDUSD,0.00001
CADCHF,0.00001
CADJPY,0.00100
CHFJPY,0.00100
EURAUD,0.00001
EURCAD,0.00001
EURCHF,0.00001
EURGBP,0.00001
EURJPY,0.00100
EURNZD,0.00001
EURUSD,0.00001
GBPAUD,0.00001
GBPCAD,0.00001
GBPCHF,0.00001
GBPJPY,0.00100
GBPNZD,0.00001
GBPUSD,0.00001
NZDCAD,0.00001
NZDCHF,0.00001
NZDJPY,0.00100
NZDUSD,0.00001
USDCAD,0.00001
USDCHF,0.00001
USDJPY,0.00100
